geoid10,pop19,pop22,black19,black22,hisp19,hisp22,perc19,perc22
06037221710,2632,2596,292,149,1769,1817,78.31,75.73
06037221810,2792,2746,306,206,1186,1453,53.44,60.42
06037222001,3021,3218,867,657,1780,1915,87.62,79.93
06037222002,4696,4648,1209,991,3223,3251,94.38,91.27
06037222100,3567,3712,1051,712,2150,2443,89.74,84.99
06037222200,4147,3878,821,719,2848,2504,88.47,83.11
06037222500,5432,4702,1217,835,3791,3303,92.19,88.01
06037222600,5530,5141,1307,860,2845,2504,75.08,65.43
06037224010,2112,3621,419,691,1216,1783,77.41,68.32
06037224020,2517,3231,122,370,2199,2124,92.21,77.19
06037224200,2441,2385,28,97,2283,2101,94.67,92.16
06037224310,2189,2090,70,95,1897,1667,89.86,84.31
06037224320,3430,2962,149,157,3110,2619,95.01,93.72
06037224410,3399,2906,62,201,1944,1715,59.02,65.93
06037224420,2460,2068,91,162,2062,1597,87.52,85.06
06037224600,3377,3501,131,360,3056,2778,94.37,89.63
06037226001,2258,2632,142,371,2097,1914,99.16,86.82
06037226002,1598,3587,201,832,852,1264,65.89,58.43
06037226410,3669,3456,37,88,3470,3279,95.58,97.42
06037226420,5202,5026,335,331,4571,4401,94.31,94.15
06037226700,6594,5853,136,261,6398,5395,99.09,96.63
06037227010,4604,4506,375,354,4229,4023,100,97.14
06037227020,3661,3508,205,149,3394,3289,98.31,98
06037228100,5540,4796,423,338,5096,4351,99.62,97.77
06037228210,3749,3770,510,295,3136,3344,97.25,96.53
06037228220,4179,4458,553,408,3524,3954,97.56,97.85
06037228310,4613,4491,191,344,4298,4011,97.31,96.97
06037228320,2985,3023,297,212,2661,2751,99.1,98.02
06037228410,3265,3129,51,132,3113,2889,96.91,96.55
06037228420,3379,3041,387,206,2950,2759,98.76,97.5
06037228500,4648,5376,704,420,3890,4756,98.84,96.28
06037228600,4856,4882,244,387,4374,4374,95.1,97.52
06037228710,3990,4245,326,380,3608,3687,98.6,95.81
06037228720,4341,4394,396,363,3924,3944,99.52,98.02
06037228800,5543,5709,560,504,4875,4944,98.05,95.43
06037228900,3054,3420,301,421,2625,2887,95.81,96.73
06037229100,4783,4523,293,319,4429,4113,98.72,97.99
06037229200,4051,4636,511,573,3515,3866,99.38,95.75
06037229300,5772,5642,610,613,5126,4815,99.38,96.21
06037229410,3620,3471,443,379,3113,2988,98.23,97
06037229420,4626,4681,490,468,4048,4101,98.1,97.61
06037231100,3478,3148,990,379,2218,2477,92.24,90.72
06037231210,3492,3793,830,741,2560,2713,97.08,91.06
06037231220,4514,3942,795,731,3372,2647,92.31,85.69
06037231300,5234,5530,1250,1252,3759,3738,95.7,90.24
06037231400,4966,4590,1122,1168,3702,2995,97.14,90.7
06037231500,4772,4725,1848,1434,2513,2723,91.39,87.98
06037231600,6991,7139,1934,1545,4345,5090,89.82,92.94
06037231710,4357,4311,751,558,3499,3532,97.54,94.87
06037231720,5444,5060,761,757,4402,3880,94.84,91.64
06037231800,4645,5253,426,589,4160,4459,98.73,96.1
06037231900,5415,5907,742,835,4517,4814,97.12,95.63
06037232110,2979,3336,679,520,2268,2636,98.93,94.6
06037232120,5652,5019,1269,807,4279,4019,98.16,96.15
06037232200,2786,3204,1042,823,1654,2134,96.77,92.29
06037232300,4198,4376,1052,1076,2945,3029,95.21,93.81
06037232400,6906,6865,2859,1936,3621,4414,93.83,92.5
06037232500,5015,5066,1815,1591,3101,3183,98.03,94.24
06037232600,6250,6592,1616,1261,4455,5010,97.14,95.13
06037232700,6211,6160,1537,1254,4568,4611,98.29,95.21
06037232800,4052,4034,555,538,3455,3328,98.96,95.84
06037234000,5721,5338,3420,2672,1992,1823,94.6,84.21
06037234200,2234,2459,1703,1484,98,392,80.62,76.29
06037234300,3808,4515,3228,3404,189,514,89.73,86.78
06037234501,2370,3062,1464,1433,808,1278,95.86,88.54
06037234502,2231,2912,1426,1411,669,1139,93.9,87.57
06037234600,5060,5106,2856,2532,1836,1831,92.73,85.45
06037234700,3686,4209,1871,1920,1772,1870,98.83,90.05
06037234800,3231,3561,1654,1480,1318,1777,91.98,91.46
06037234901,2773,3103,1283,1458,1490,1432,100,93.14
06037234902,3858,4238,1851,1907,1761,1953,93.62,91.08
06037235100,4728,4690,3539,2721,678,1001,89.19,79.36
06037235201,2573,2921,1722,1482,673,1117,93.08,88.98
06037235202,4156,4765,2478,2662,1400,1724,93.31,92.05
06037236000,4390,4415,2678,1942,684,519,76.58,55.74
06037236100,5139,5964,3341,3625,848,1215,81.51,81.15
06037236202,5570,5974,1998,2673,3168,2735,92.75,90.53
06037236203,3732,3743,2450,2142,1098,1169,95.07,88.46
06037236204,2927,3210,1740,1573,1054,1352,95.46,91.12
06037236400,4400,4346,3578,3164,340,393,89.05,81.85
06037237101,3641,4144,866,889,2754,3049,99.42,95.03
06037237102,2902,3625,676,731,2183,2732,98.52,95.53
06037237201,3405,3546,859,692,2467,2681,97.68,95.12
06037237202,4784,4414,1425,1333,3267,2785,98.08,93.29
06037237300,5136,5531,3195,2535,1694,2619,95.19,93.18
06037237401,3580,3765,853,961,2693,2637,99.05,95.56
06037237402,3444,3640,1336,1082,2082,2412,99.25,95.99
06037237500,2844,2856,674,509,2135,2230,98.77,95.9
06037237600,3780,4112,943,724,2759,3243,97.94,96.47
06037237710,3027,3992,641,920,2208,2916,94.12,96.09
06037237720,2989,3470,565,688,2408,2641,99.46,95.94
06037237800,3814,4335,2277,1864,1404,2214,96.51,94.07
06037237900,3988,3726,3272,2295,526,1089,95.24,90.82
06037238000,5462,5969,4246,3972,1110,1566,98.06,92.78
06037238100,4598,4683,3196,2968,1156,1305,94.65,91.24
06037238200,5463,5848,4365,3590,657,1828,91.93,92.65
06037238310,4726,5087,1076,1232,3561,3677,98.12,96.5
06037238320,3916,3975,1213,1113,2694,2682,99.77,95.47
06037238400,5237,4632,4200,3079,803,1185,95.53,92.06
06037239201,3723,3819,671,475,3024,3167,99.25,95.37
06037239202,5008,5013,843,609,4031,4280,97.32,97.53
06037239310,4273,4031,418,563,3739,3285,97.29,95.46
06037239320,3862,3441,679,397,3118,2942,98.32,97.04
06037239330,3129,2979,507,259,2622,2619,100,96.61
06037239501,3700,3835,845,694,2769,3012,97.68,96.64
06037239502,3517,3697,725,628,2780,2945,99.66,96.65
06037239601,3714,3631,575,605,3088,2875,98.63,95.84
06037239602,3507,3487,551,591,2919,2788,98.94,96.9
06037239701,4919,4415,1008,841,3878,3396,99.33,95.97
06037239702,3669,4224,1448,1041,2207,3025,99.62,96.26
06037239801,3508,3873,470,805,3025,2914,99.63,96.02
06037239802,4764,5103,842,1036,3825,3920,97.96,97.12
06037240010,3702,3818,1002,783,2689,2909,99.7,96.7
06037240020,5578,5294,1352,994,4172,4118,99.03,96.56
06037240200,5314,5910,1428,1307,3785,4392,98.1,96.43
06037240300,4966,5945,1179,1352,3670,4365,97.64,96.16
06037240401,5299,5493,1485,1266,3814,4045,100,96.69
06037240402,3768,3856,1250,1248,2418,2382,97.35,94.14
06037240500,6548,6505,1692,1819,4786,4327,98.93,94.48
06037240600,5075,5457,1333,1359,3723,3866,99.63,95.75
06037240700,6150,6573,1872,1536,4060,4783,96.46,96.14
06037240800,4950,4438,1783,1152,3024,3140,97.11,96.71
06037240900,5962,6001,1333,1092,4612,4700,99.71,96.52
06037241001,4398,4525,1644,1285,2668,3088,98.04,96.64
06037241002,4184,3890,1287,1259,2794,2470,97.54,95.86
06037241110,3129,3295,1007,850,2106,2370,99.49,97.72
06037241120,5292,4902,1554,1148,3529,3566,96.05,96.16
06037241201,2899,3105,1066,1083,1773,1885,97.93,95.59
06037241202,4930,5148,1777,1817,3066,3025,98.24,94.06
06037241300,2216,2262,998,887,1113,1252,95.26,94.56
06037241400,3385,3612,805,1018,2523,2430,98.32,95.46
06037242000,4085,4459,1399,1152,2630,3135,98.63,96.14
06037242100,2787,901,757,296,2015,583,99.46,97.56
06037242200,5580,7083,1209,1601,4351,5336,99.64,97.94
06037242300,4842,4958,912,1159,3804,3628,97.4,96.55
06037242600,4932,4794,1685,1517,3229,3142,99.64,97.18
06037242700,5162,5932,1418,1123,3662,4657,98.41,97.44
06037243000,6934,6298,1320,776,5279,5342,95.17,97.14
06037243100,6600,5877,1303,1545,5098,4105,96.98,96.14
06037269601,3184,3122,793,404,1849,1874,82.98,72.97
06037269602,2745,2964,499,259,1030,1604,55.7,62.85
06037269905,3192,2661,210,197,1571,636,55.8,31.3
06037270200,3857,3487,258,260,2314,1760,66.68,57.93
06037270300,2495,2651,765,683,934,775,68.1,55
06037272201,2518,2394,223,94,1070,762,51.35,35.76
06037272302,4514,3897,249,148,2377,1621,58.17,45.39
06037275102,3887,3816,95,97,2464,2166,65.83,59.3
06037275200,4122,3850,80,212,2302,1533,57.79,45.32
06037275500,5262,5307,226,436,3673,3392,74.1,72.13
06037276100,6062,7067,2876,2343,522,1108,56.05,48.83
06037277200,2525,1969,766,563,954,542,68.12,56.12
06037277400,1710,3,832,0,524,0,79.3,0
06037291110,3570,4213,2016,1858,1416,2034,96.13,92.38
06037291120,2291,1902,531,541,1683,1225,96.64,92.85
06037291130,3572,3454,638,591,2342,2246,83.43,82.14
06037291210,5771,5162,924,673,3535,3153,77.27,74.12
06037291220,3794,3255,285,374,2650,2059,77.36,74.75
06037292000,6723,6235,829,632,3759,3733,68.24,70.01
06037293201,6594,6059,721,296,2742,2999,52.52,54.38
06037293202,6424,7203,522,609,4041,4374,71.03,69.18
06037293302,5498,4809,331,298,2731,2036,55.69,48.53
06037293304,4361,4150,276,284,2682,2633,67.83,70.29
06037293307,2691,2460,512,418,1600,1361,78.48,72.32
06037294110,4541,3802,25,68,3861,3296,85.58,88.48
06037294120,2386,2324,64,109,2106,2102,90.95,95.14
06037294200,5559,4658,0,56,5049,4156,90.83,90.43
06037294301,2680,2501,12,53,2208,2068,82.84,84.81
06037294302,5049,4513,75,93,4536,3933,91.33,89.21
06037294410,4979,5310,860,1126,1938,2250,56.2,63.58
06037294421,3029,2794,243,249,2233,1747,81.74,71.44
06037294510,4808,4057,1,63,4478,3703,93.16,92.83
06037294520,3658,3459,10,36,3458,3216,94.81,94.02
06037294610,4329,4025,96,70,4116,3653,97.3,92.5
06037294620,4508,4034,59,72,4208,3757,94.65,94.92
06037294701,3236,3110,104,125,2939,2715,94.04,91.32
06037294810,4464,3729,108,125,4297,3361,98.68,93.48
06037294820,3845,3346,29,107,3684,3085,96.57,95.4
06037294830,3796,3838,82,127,3579,3489,96.44,94.22
06037294900,3682,3871,85,237,3350,3428,93.29,94.68
06037296210,2749,2976,320,211,2088,2419,87.6,88.37
06037296220,4602,4449,597,667,2923,2622,76.49,73.93
06037296402,3043,2971,146,95,1384,1539,50.28,55
06037296500,4000,3796,431,293,3033,2710,86.6,79.11
06037296600,5101,5305,332,382,3610,3792,77.28,78.68
06037296901,4267,4148,175,257,2934,2660,72.86,70.32
06037296902,3968,3987,143,269,2160,2224,58.04,62.53
06037297110,5286,4298,772,372,3262,2677,76.31,70.94
06037297120,3789,3449,208,230,2771,2309,78.62,73.62
06037297201,3663,3879,355,288,2033,2217,65.19,64.58
06037310501,3474,3788,118,150,1829,1887,56.04,53.78
06037311801,2978,2388,51,92,1487,929,51.65,42.76
06037311802,3857,3881,159,172,2153,1887,59.94,53.05
06037320100,7828,7171,163,66,7147,6520,93.38,91.84
06037320201,3712,3786,27,49,3253,3446,88.36,92.31
06037320202,6017,5693,34,54,5245,5033,87.73,89.36
06037320300,6739,7230,34,113,6402,6710,95.5,94.37
06037400602,4288,4817,37,111,2869,3425,67.77,73.41
06037400603,5150,5329,292,248,2658,2515,57.28,51.85
06037401500,5967,3904,405,124,2487,1919,48.47,52.33
06037401703,4703,4148,522,403,1958,1941,52.73,56.51
06037401704,5733,7157,398,514,3148,3785,61.85,60.07
06037402101,4998,4748,666,455,3732,3448,88,82.2
06037402102,5200,5118,342,514,3570,3513,75.23,78.68
06037402200,6959,6040,738,496,4297,3492,72.35,66.03
06037402301,5777,5444,229,191,4351,4357,79.28,83.54
06037402303,4553,3986,338,194,3411,3009,82.34,80.36
06037402304,4041,3925,179,116,3570,3511,92.77,92.41
06037402402,6454,4153,375,213,4108,2951,69.46,76.19
06037402403,5454,5272,248,206,3185,3292,62.94,66.35
06037402405,2995,2628,348,195,2424,2205,92.55,91.32
06037402406,4734,4739,330,213,3869,3749,88.7,83.6
06037402501,5657,5362,122,177,5021,4676,90.91,90.51
06037402502,6932,6886,111,222,5797,5492,85.23,82.98
06037402600,6999,7624,269,287,4443,5368,67.32,74.17
06037402702,6487,6354,480,300,5559,5496,93.09,91.22
06037402703,4714,4880,618,296,3150,3515,79.93,78.09
06037402705,3551,3432,246,136,2382,2655,74.01,81.32
06037402706,4180,3962,450,230,3007,3044,82.7,82.64
06037402801,5192,4911,24,79,4822,4471,93.34,92.65
06037402803,3403,3273,21,47,3015,2901,89.22,90.07
06037402804,4308,3756,134,152,3428,2853,82.68,80.01
06037402902,6486,6856,449,305,4926,5236,82.87,80.82
06037402903,4517,3842,120,220,3494,2968,80.01,82.98
06037402904,3581,3606,45,45,3071,3160,87.01,88.88
06037403000,7118,6757,295,285,5278,5559,78.29,86.49
06037403200,738,1874,83,96,166,1330,33.74,76.09
06037403600,7082,6922,220,184,3340,3620,50.27,54.96
06037403702,3773,3884,138,99,1874,1757,53.33,47.79
06037403703,4939,4809,140,137,2418,2151,51.79,47.58
06037403721,4921,5429,158,181,2451,3258,53.02,63.34
06037403722,5810,5794,199,284,3988,3866,72.07,71.63
06037403801,6261,6346,396,258,3114,3665,56.06,61.82
06037403802,5972,5857,132,225,3415,3126,59.39,57.21
06037403901,3437,3198,137,72,1704,1693,53.56,55.19
06037403902,4961,5011,185,130,2136,2484,46.78,52.17
06037404000,4904,4454,75,154,3073,2928,64.19,69.2
06037404100,6315,6137,124,129,5155,5056,83.59,84.49
06037404201,3752,3950,63,199,2783,2804,75.85,76.03
06037404202,3959,3902,112,151,2138,2272,56.83,62.1
06037404301,5793,5460,79,131,4983,4631,87.38,87.22
06037404302,2054,2388,47,38,1549,1964,77.7,83.84
06037404401,3819,3838,28,56,3307,3131,87.33,83.04
06037404402,4607,5042,10,48,3441,3867,74.91,77.65
06037404501,2576,2720,99,47,2093,2344,85.09,87.9
06037404503,3077,2986,40,52,2331,2157,77.06,73.98
06037404504,5058,5087,140,120,4205,4094,85.9,82.84
06037404600,1426,1461,0,15,1367,1322,95.86,91.51
06037404701,5672,5620,12,19,4659,4173,82.35,74.59
06037404702,6247,5662,149,61,4510,3956,74.58,70.95
06037404703,3491,2948,0,64,3112,2451,89.14,85.31
06037404801,7763,7047,135,51,5686,5093,74.98,73
06037404802,4657,4090,247,70,3116,3069,72.21,76.75
06037404803,1648,1850,0,31,1370,1388,83.13,76.7
06037404901,5813,5279,90,27,3969,3916,69.83,74.69
06037404902,4462,3844,0,12,3156,2543,70.73,66.47
06037404903,3004,2742,27,23,2225,1796,74.97,66.34
06037405001,6257,5761,25,24,5442,4747,87.37,82.82
06037405002,3364,2971,0,18,2996,2412,89.06,81.79
06037405101,4821,5057,39,30,3574,3846,74.94,76.65
06037405102,4218,4277,186,37,2581,3149,65.6,74.49
06037405201,5319,4631,130,64,4114,3458,79.79,76.05
06037405202,5285,4917,48,24,4250,3747,81.32,76.69
06037405203,3813,3285,35,31,2721,2221,72.28,68.55
06037405301,3486,3577,73,115,2356,2399,69.68,70.28
06037405302,6055,5610,142,93,4160,3582,71.05,65.51
06037405400,5569,4931,0,89,4050,3529,72.72,73.37
06037405500,6847,6347,215,171,4085,4007,62.8,65.83
06037405600,5795,5724,113,128,3717,3314,66.09,60.13
06037405701,3633,3436,42,86,2597,2494,72.64,75.09
06037405702,4896,5047,47,121,3331,3351,69,68.79
06037405800,5832,5339,52,197,4019,3653,69.8,72.11
06037405900,3842,4423,209,143,2416,2712,68.32,64.55
06037406000,5185,5496,137,132,3280,3314,65.9,62.7
06037406101,3551,3583,221,76,2210,2045,68.46,59.2
06037406102,5545,6212,194,205,3139,3941,60.11,66.74
06037406200,5817,6705,367,288,3463,4156,65.84,66.28
06037406402,2243,2219,17,61,1314,1262,59.34,59.62
06037406411,2003,1658,6,46,1162,944,58.31,59.71
06037406412,2554,2734,130,76,1328,1555,57.09,59.66
06037406500,6408,7397,267,210,4069,4315,67.67,61.17
06037406601,5648,5397,432,215,3206,2919,64.41,58.07
06037406602,5717,4978,80,88,3868,3136,69.06,64.76
06037406701,3504,3112,99,138,1991,1886,59.65,65.04
06037406702,6043,7040,160,316,3402,4134,58.94,63.21
06037406800,4743,4841,29,112,2732,2729,58.21,58.69
06037406901,4796,3615,40,85,4074,2627,85.78,75.02
06037406902,3641,3796,83,89,3015,2758,85.09,75
06037407001,5976,5738,57,42,5130,4794,86.8,84.28
06037407002,3740,3409,71,20,3113,2765,85.13,81.7
06037407101,4831,4645,41,15,4193,3926,87.64,84.84
06037407102,5433,5336,60,28,4647,4457,86.64,84.05
06037407200,7123,6863,73,44,6421,5903,91.17,86.65
06037407301,4779,4484,33,43,4023,3512,84.87,79.28
06037407302,3905,3279,117,23,3244,2697,86.07,82.95
06037407400,2091,2126,52,65,1176,1067,58.73,53.25
06037407501,4510,4445,152,70,3645,3499,84.19,80.29
06037407502,4105,4052,0,16,3413,3226,83.14,80.01
06037407601,4460,4288,27,64,3754,3484,84.78,82.74
06037407602,3933,3732,30,42,3302,3009,84.72,81.75
06037407701,5253,4883,149,70,4488,4062,88.27,84.62
06037407702,6837,6088,25,95,5280,4476,77.59,75.08
06037407801,5241,4786,41,62,3914,3424,75.46,72.84
06037407802,3878,3322,45,61,3155,2531,82.52,78.03
06037407900,6493,6261,138,130,4304,3947,68.41,65.12
06037408003,4807,4897,238,153,2750,2953,62.16,63.43
06037408004,2268,1532,111,76,1008,711,49.34,51.37
06037408133,5879,5610,173,223,3182,2995,57.07,57.36
06037408136,3718,3832,118,98,2010,1920,57.24,52.66
06037408137,4218,4493,262,197,1969,2063,52.89,50.3
06037408138,6355,6034,123,50,5587,5273,89.85,88.22
06037408139,4543,4290,2,14,4344,3833,95.66,89.67
06037408140,3671,3762,27,16,3369,3197,92.51,85.41
06037408141,5445,4416,52,57,4551,3450,84.54,79.42
06037408202,2008,2311,0,15,1566,1873,77.99,81.7
06037408301,5619,4620,12,20,4744,3841,84.64,83.57
06037408302,4060,3953,0,43,3244,3045,79.9,78.12
06037408303,4363,3896,0,47,3577,3033,81.98,79.06
06037408401,4577,4377,14,64,3035,2964,66.62,69.18
06037408402,5363,5756,154,42,2728,3317,53.74,58.36
06037408501,3192,2547,33,12,2370,1735,75.28,68.59
06037408504,5162,5336,14,55,2933,2857,57.09,54.57
06037408630,2701,2020,0,10,2079,1376,76.97,68.61
06037408631,5427,4826,21,26,3114,2470,57.77,51.72
06037408724,5559,5486,29,157,3495,3162,63.39,60.5
06037408800,3896,4795,238,304,2571,3100,72.1,70.99
06037430101,5023,5011,508,371,2248,2486,54.87,57.01
06037430102,5220,4661,240,137,3932,3351,79.92,74.83
06037430901,4397,3913,524,269,1999,1902,57.38,55.48
06037431001,7279,7245,410,323,3621,3345,55.38,50.63
06037431100,6962,7175,555,594,4026,4063,65.8,64.91
06037431200,6091,6101,454,360,4458,4270,80.64,75.89
06037432300,4305,3850,0,35,2302,1889,53.47,49.97
06037432401,3978,3602,0,15,2224,1935,55.91,54.14
06037432402,7000,6040,29,46,4079,3418,58.69,57.35
06037432500,8472,7803,106,68,4484,4028,54.18,52.49
06037432601,6652,6374,18,52,3783,3484,57.14,55.48
06037432602,4611,4504,15,18,2317,2236,50.57,50.04
06037432700,5279,5363,0,36,4188,3677,79.33,69.23
06037432801,3005,2620,5,28,1884,1519,62.86,59.05
06037432802,5283,4860,34,65,3293,3661,62.98,76.67
06037433101,2497,4730,4,10,1080,2529,43.41,53.68
06037433102,4807,2023,0,4,2922,1158,60.79,57.44
06037433200,6482,5841,12,45,4568,3729,70.66,64.61
06037433302,1859,1706,0,17,1486,1409,79.94,83.59
06037433304,4714,4595,35,60,2973,2873,63.81,63.83
06037433305,5196,4622,4,39,3831,3322,73.81,72.72
06037433306,3210,3111,0,39,1866,1972,58.13,64.64
06037433307,3188,3220,30,21,2036,2061,64.81,64.66
06037433401,3183,2407,0,7,2296,1642,72.13,68.51
06037433402,4329,4225,8,20,2579,3081,59.76,73.4
06037433403,4598,4783,0,37,3996,3656,86.91,77.21
06037433501,1915,2638,0,5,1792,2258,93.58,85.78
06037433503,2868,2070,0,5,2330,1574,81.24,76.28
06037433504,4601,3760,4,11,3559,2662,77.44,71.09
06037433700,3813,4251,0,12,3121,3207,81.85,75.72
06037433801,6373,5331,1,8,5851,4493,91.82,84.43
06037433802,3119,3442,14,23,2266,2312,73.1,67.84
06037433901,5694,5097,41,19,3850,3861,68.34,76.12
06037433902,3684,4251,7,10,2963,3498,80.62,82.52
06037434001,4845,4771,16,19,4188,3745,86.77,78.89
06037434003,4476,4115,5,7,3598,3406,80.5,82.94
06037434004,2912,2746,0,10,2704,2377,92.86,86.93
06037460200,5757,5580,2072,1395,820,1209,50.23,46.67
06037460301,4431,4268,1407,1027,938,989,52.92,47.24
06037460302,4483,4228,1661,1051,1660,1636,74.08,63.55
06037460401,948,1065,308,302,184,342,51.9,60.47
06037460900,6863,6893,2016,1325,3748,3825,83.99,74.71
06037461000,6608,5829,1809,1305,3931,3133,86.86,76.14
06037461100,4969,4746,1143,850,1830,1867,59.83,57.25
06037461501,4182,3508,695,375,1954,1730,63.34,60.01
06037461502,7330,5748,1528,844,4063,3319,76.28,72.43
06037461600,6223,5435,1487,838,3470,3156,79.66,73.49
06037461901,5202,4609,659,417,3493,2861,79.82,71.12
06037462001,3893,3501,367,361,2743,2198,79.89,73.09
06037462002,4174,3801,435,520,3086,2623,84.36,82.69
06037462100,5668,4877,709,520,3248,2710,69.81,66.23
06037462301,4500,4407,431,353,2303,2220,60.76,58.38
06037480802,3456,3010,42,29,1428,1565,42.53,52.96
06037480803,3888,3418,0,37,1982,1845,50.98,55.06
06037481902,3471,3297,10,86,1848,1505,53.53,48.26
06037482304,3702,3409,11,6,1948,1473,52.92,43.39
06037482522,4736,4455,31,78,1636,2192,35.2,50.95
